ContigID,Type,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Isolate
CENOTE_1_10_META1584_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_1_10_META1584
CENOTE_1_10_META18911_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META18911
CENOTE_1_10_META20320_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20320
CENOTE_1_10_META20738_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20738
CENOTE_1_10_META24107_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META24107
CENOTE_1_10_META4795_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META4795
CENOTE_1_10_META7581_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META7581
CENOTE_21_30_META10124_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META10124
CENOTE_21_30_META10198_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META10198
CENOTE_21_30_META10212_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META10212
CENOTE_21_30_META1297_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META1297
CENOTE_21_30_META3730_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3730
CENOTE_21_30_META3793_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3793
CENOTE_21_30_META3854_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3854
CENOTE_21_30_META4195_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META4195
CENOTE_21_30_META4455_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META4455
CENOTE_21_30_META4470_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META4470
CENOTE_21_30_META4682_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META4682
CENOTE_21_30_META4692_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META4692
CENOTE_21_30_META706_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META706
CENOTE_21_30_META8695_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META8695
CENOTE_21_30_META8907_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META8907
CENOTE_21_30_META8973_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META8973
CENOTE_21_30_META9388_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9388
CENOTE_21_30_META9391_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9391
CENOTE_21_30_META9825_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_21_30_META9825
CENOTE_31_34_META40_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META40
CENOTE_31_34_META560_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_31_34_META560
CENOTE_31_34_META887_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META887
CENOTE_META1015_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META1015
CENOTE_META10254_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META10254
CENOTE_META11157_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META11157
CENOTE_META13439_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_META13439
CENOTE_META14200_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META14200
CENOTE_META14220_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META14220
CENOTE_META14801_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META14801
CENOTE_META15132_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META15132
CENOTE_META15238_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15238
CENOTE_META15627_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15627
CENOTE_META15704_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15704
CENOTE_META15875_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15875
CENOTE_META15_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15
CENOTE_META16034_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META16034
CENOTE_META16099_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16099
CENOTE_META16278_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16278
CENOTE_META16336_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META16336
CENOTE_META16387_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16387
CENOTE_META1702_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META1702
CENOTE_META18062_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META18062
CENOTE_META18580_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META18580
CENOTE_META19093_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META19093
CENOTE_META19575_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META19575
CENOTE_META19707_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META19707
CENOTE_META19802_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META19802
CENOTE_META20171_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META20171
CENOTE_META20400_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META20400
CENOTE_META20887_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META20887
CENOTE_META21022_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META21022
CENOTE_META21682_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META21682
CENOTE_META22900_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META22900
CENOTE_META24141_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_META24141
CENOTE_META24729_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META24729
CENOTE_META26065_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META26065
CENOTE_META26166_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META26166
CENOTE_META27224_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27224
CENOTE_META27429_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27429
CENOTE_META29131_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META29131
CENOTE_META29246_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_META29246
CENOTE_META29831_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_META29831
CENOTE_META31290_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META31290
CENOTE_META31981_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META31981
CENOTE_META32961_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META32961
CENOTE_META34230_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_META34230
CENOTE_META34350_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META34350
CENOTE_META35004_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META35004
CENOTE_META35044_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META35044
CENOTE_META35116_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META35116
CENOTE_META35620_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META35620
CENOTE_META36808_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META36808
CENOTE_META37768_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META37768
CENOTE_META38383_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META38383
CENOTE_META39081_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META39081
CENOTE_META39967_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META39967
CENOTE_META43334_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META43334
CENOTE_META45168_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META45168
CENOTE_META45353_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META45353
CENOTE_META46090_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META46090
CENOTE_META47399_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META47399
CENOTE_META48329_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_META48329
CENOTE_META49421_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_META49421
CENOTE_META51596_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META51596
CENOTE_META51757_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META51757
CENOTE_META51973_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META51973
CENOTE_META52811_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META52811
CENOTE_META56106_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META56106
CENOTE_META57170_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META57170
CENOTE_META57931_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META57931
CENOTE_META58850_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META58850
CENOTE_META59865_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_META59865
CENOTE_META60684_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 6,Unclassified family 6,Unclassified family 6,CENOTE_META60684
CENOTE_META61467_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META61467
CENOTE_META61876_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META61876
CENOTE_META662_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META662
CENOTE_META6939_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_META6939
CENOTE_META7005_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META7005
CENOTE_META8133_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META8133
CENOTE_META828_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META828
CENOTE_META892_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META892
CENOTE_META9072_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META9072
CENOTE_META9327_fullg,Genome,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META9327
CENOTE_11_20_META12712_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META12712
CENOTE_11_20_META12885_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META12885
CENOTE_11_20_META14145_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META14145
CENOTE_11_20_META14496_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_11_20_META14496
CENOTE_11_20_META14577_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META14577
CENOTE_11_20_META15219_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META15219
CENOTE_11_20_META15687_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META15687
CENOTE_11_20_META16247_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META16247
CENOTE_11_20_META16268_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META16268
CENOTE_11_20_META16307_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META16307
CENOTE_11_20_META16355_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_11_20_META16355
CENOTE_11_20_META17430_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META17430
CENOTE_11_20_META17723_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META17723
CENOTE_11_20_META17723_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META17723
CENOTE_11_20_META19041_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_11_20_META19041
CENOTE_11_20_META19580_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META19580
CENOTE_11_20_META20463_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META20463
CENOTE_11_20_META20513_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META20513
CENOTE_11_20_META20760_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META20760
CENOTE_11_20_META20760_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META20760
CENOTE_11_20_META22122_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META22122
CENOTE_11_20_META22132_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META22132
CENOTE_11_20_META22428_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META22428
CENOTE_11_20_META22428_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META22428
CENOTE_11_20_META23945_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META23945
CENOTE_11_20_META24493_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META24493
CENOTE_11_20_META25496_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META25496
CENOTE_11_20_META26055_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26055
CENOTE_11_20_META26511_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META26511
CENOTE_11_20_META26814_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26814
CENOTE_11_20_META26856_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META26856
CENOTE_11_20_META26888_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META26888
CENOTE_11_20_META27051_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META27051
CENOTE_11_20_META29489_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29489
CENOTE_11_20_META29508_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_11_20_META29508
CENOTE_11_20_META29537_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29537
CENOTE_11_20_META29589_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29589
CENOTE_11_20_META29611_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29611
CENOTE_11_20_META29639_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29639
CENOTE_11_20_META29645_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29645
CENOTE_11_20_META29645_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29645
CENOTE_11_20_META29722_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29722
CENOTE_11_20_META29752_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29752
CENOTE_11_20_META29758_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_11_20_META29758
CENOTE_11_20_META29788_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META29788
CENOTE_11_20_META29841_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META29841
CENOTE_11_20_META29876_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_11_20_META29876
CENOTE_11_20_META29900_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META29900
CENOTE_11_20_META29901_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_11_20_META29901
CENOTE_11_20_META29928_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29928
CENOTE_11_20_META29942_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29942
CENOTE_11_20_META29985_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META29985
CENOTE_11_20_META29993_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META29993
CENOTE_11_20_META30004_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_11_20_META30004
CENOTE_11_20_META30011_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_11_20_META30011
CENOTE_11_20_META30024_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30024
CENOTE_11_20_META30315_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30315
CENOTE_11_20_META30326_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30326
CENOTE_11_20_META30485_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30485
CENOTE_11_20_META30509_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30509
CENOTE_11_20_META30561_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META30561
CENOTE_11_20_META30565_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META30565
CENOTE_11_20_META34927_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META34927
CENOTE_11_20_META34953_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META34953
