ContigID,Type,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Isolate
CENOTE_11_20_META35134_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META35134
CENOTE_11_20_META37062_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 6,Unclassified family 6,Unclassified family 6,CENOTE_11_20_META37062
CENOTE_11_20_META39317_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39317
CENOTE_11_20_META39369_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39369
CENOTE_11_20_META39369_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39369
CENOTE_11_20_META39435_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39435
CENOTE_11_20_META39473_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39473
CENOTE_11_20_META39491_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39491
CENOTE_11_20_META39628_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39628
CENOTE_11_20_META39651_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39651
CENOTE_11_20_META39666_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META39666
CENOTE_11_20_META39668_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META39668
CENOTE_11_20_META9562_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META9562
CENOTE_11_20_META9745_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META9745
CENOTE_11_20_META9764_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META9764
CENOTE_11_20_META9764_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META9764
CENOTE_1_10_META12564_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_1_10_META12564
CENOTE_1_10_META12831_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META12831
CENOTE_1_10_META12844_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 6,Unclassified family 6,Unclassified family 6,CENOTE_1_10_META12844
CENOTE_1_10_META13609_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META13609
CENOTE_1_10_META13991_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META13991
CENOTE_1_10_META14071_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META14071
CENOTE_1_10_META14358_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META14358
CENOTE_1_10_META1531_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META1531
CENOTE_1_10_META1584_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_1_10_META1584
CENOTE_1_10_META18911_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META18911
CENOTE_1_10_META20320_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20320
CENOTE_1_10_META20738_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META20738
CENOTE_1_10_META24107_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_1_10_META24107
CENOTE_1_10_META4795_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META4795
CENOTE_1_10_META7581_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_1_10_META7581
CENOTE_21_30_META10124_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META10124
CENOTE_21_30_META10198_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META10198
CENOTE_21_30_META10212_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META10212
CENOTE_21_30_META1191_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META1191
CENOTE_21_30_META3730_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3730
CENOTE_21_30_META3793_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3793
CENOTE_21_30_META3854_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META3854
CENOTE_21_30_META4195_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META4195
CENOTE_21_30_META4455_Cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META4455
CENOTE_21_30_META4470_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_21_30_META4470
CENOTE_21_30_META4682_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META4682
CENOTE_21_30_META4692_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META4692
CENOTE_21_30_META6170_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META6170
CENOTE_21_30_META706_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META706
CENOTE_21_30_META8695_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META8695
CENOTE_21_30_META8907_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_21_30_META8907
CENOTE_21_30_META8973_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META8973
CENOTE_21_30_META8973_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META8973
CENOTE_21_30_META9388_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9388
CENOTE_21_30_META9391_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9391
CENOTE_21_30_META9391_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_21_30_META9391
CENOTE_21_30_META9825_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_21_30_META9825
CENOTE_31_34_META40_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META40
CENOTE_31_34_META560_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_31_34_META560
CENOTE_31_34_META560_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_31_34_META560
CENOTE_31_34_META887_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_31_34_META887
CENOTE_META1015_Cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META1015
CENOTE_META10254_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META10254
CENOTE_META10254_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META10254
CENOTE_META11157_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META11157
CENOTE_META13439_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_META13439
CENOTE_META14200_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META14200
CENOTE_META14200_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META14200
CENOTE_META14220_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META14220
CENOTE_META14801_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META14801
CENOTE_META15132_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META15132
CENOTE_META15238_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15238
CENOTE_META15627_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15627
CENOTE_META15627_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15627
CENOTE_META15875_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15875
CENOTE_META15_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15
CENOTE_META15_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META15
CENOTE_META16034_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META16034
CENOTE_META16034_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META16034
CENOTE_META16099_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16099
CENOTE_META16278_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16278
CENOTE_META16336_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META16336
CENOTE_META16387_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META16387
CENOTE_META1702_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META1702
CENOTE_META18062_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META18062
CENOTE_META18062_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META18062
CENOTE_META18580_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META18580
CENOTE_META19093_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META19093
CENOTE_META19575_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META19575
CENOTE_META19707_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META19707
CENOTE_META19707_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META19707
CENOTE_META19802_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META19802
CENOTE_META20171_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META20171
CENOTE_META20171_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META20171
CENOTE_META20400_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META20400
CENOTE_META20400_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META20400
CENOTE_META20887_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META20887
CENOTE_META21022_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META21022
CENOTE_META21682_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META21682
CENOTE_META21682_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META21682
CENOTE_META22900_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META22900
CENOTE_META24141_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_META24141
CENOTE_META24729_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META24729
CENOTE_META26065_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META26065
CENOTE_META26166_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META26166
CENOTE_META27224_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27224
CENOTE_META27224_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27224
CENOTE_META27429_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27429
CENOTE_META27429_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,CENOTE_META27429
CENOTE_META29131_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META29131
CENOTE_META29246_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_META29246
CENOTE_META29831_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_META29831
CENOTE_META31290_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META31290
CENOTE_META31981_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META31981
CENOTE_META32961_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META32961
CENOTE_META32961_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META32961
CENOTE_META34230_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 2,Unclassified family 2,Unclassified family 2,CENOTE_META34230
CENOTE_META34350_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META34350
CENOTE_META35004_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META35004
CENOTE_META35044_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META35044
CENOTE_META35116_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META35116
CENOTE_META35620_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META35620
CENOTE_META36808_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META36808
CENOTE_META36808_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META36808
CENOTE_META37768_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META37768
CENOTE_META39081_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META39081
CENOTE_META39967_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META39967
CENOTE_META43334_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META43334
CENOTE_META45168_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META45168
CENOTE_META45353_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META45353
CENOTE_META46090_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META46090
CENOTE_META47399_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META47399
CENOTE_META48329_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 4,Unclassified family 4,Unclassified family 4,CENOTE_META48329
CENOTE_META49421_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_META49421
CENOTE_META51596_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META51596
CENOTE_META51757_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META51757
CENOTE_META51973_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META51973
CENOTE_META52811_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META52811
CENOTE_META56106_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META56106
CENOTE_META57170_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META57170
CENOTE_META57931_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META57931
CENOTE_META58850_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META58850
CENOTE_META59865_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_META59865
CENOTE_META60684_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 6,Unclassified family 6,Unclassified family 6,CENOTE_META60684
CENOTE_META60684_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 6,Unclassified family 6,Unclassified family 6,CENOTE_META60684
CENOTE_META61467_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_META61467
CENOTE_META61876_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META61876
CENOTE_META662_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_META662
CENOTE_META6939_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 1,Unclassified family 1,Unclassified family 1,CENOTE_META6939
CENOTE_META7005_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META7005
CENOTE_META8133_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META8133
CENOTE_META828_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META828
CENOTE_META892_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META892
CENOTE_META9072_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 3,Unclassified family 3,Unclassified family 3,CENOTE_META9072
CENOTE_META9327_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META9327
CENOTE_META47399_2_cap,Capsid,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_META47399
CENOTE_11_20_META12712_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META12712
CENOTE_11_20_META12712_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 5,Unclassified family 5,Unclassified family 5,CENOTE_11_20_META12712
CENOTE_11_20_META12885_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META12885
CENOTE_11_20_META12885_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META12885
CENOTE_11_20_META12885_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META12885
CENOTE_11_20_META14145_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META14145
CENOTE_11_20_META14145_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META14145
CENOTE_11_20_META14496_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_11_20_META14496
CENOTE_11_20_META14496_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified family 7,Unclassified family 7,Unclassified family 7,CENOTE_11_20_META14496
CENOTE_11_20_META14577_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META14577
CENOTE_11_20_META14577_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META14577
CENOTE_11_20_META15219_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META15219
CENOTE_11_20_META15219_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META15219
CENOTE_11_20_META15687_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META15687
CENOTE_11_20_META15687_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META15687
CENOTE_11_20_META16247_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,CENOTE_11_20_META16247
CENOTE_11_20_META16268_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META16268
CENOTE_11_20_META16307_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META16307
CENOTE_11_20_META16307_3_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META16307
CENOTE_11_20_META16307_4_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META16307
CENOTE_11_20_META16307_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,CENOTE_11_20_META16307
CENOTE_11_20_META16355_2_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_11_20_META16355
CENOTE_11_20_META16355_rep,Rep,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,CENOTE_11_20_META16355
